Date,"Pressure, mbar","Temperature, *C","RH, %","Dew Point, *C","Wind Direction, *","Wind Speed, m/s","Gust Speed, m/s","Rain, mm","Battery, V","PAR, uE","PAR, uE","PAR, uE"
10-12-17 05:55:00 PM,,,88.8,,,0,,0,,,,
10-12-17 06:00:00 PM,991.8,22.47,89,20.59,348,0,1,0,4.353,-888.88,,
10-12-17 06:05:00 PM,991.8,22.39,89,20.52,348,0,0.5,0,4.35,-888.88,,
10-12-17 06:10:00 PM,991.8,22.35,89.2,20.51,348,0,1,0,4.347,-888.88,,
10-12-17 06:15:00 PM,992,22.32,89.5,20.54,350,0,0.5,0,4.341,-888.88,,
10-12-17 06:20:00 PM,992.1,22.32,89.6,20.56,350,0,0.5,0,4.32,-888.88,,
10-12-17 06:25:00 PM,992.2,22.32,89.7,20.57,350,0,1,0,4.307,-888.88,,
10-12-17 06:30:00 PM,992.2,22.32,89.9,20.61,354,0,1.5,0,4.31,-888.88,,
10-12-17 06:35:00 PM,992.3,22.27,90,20.58,358,0,1,0,4.31,-888.88,,
10-12-17 06:40:00 PM,992.3,22.23,90,20.53,358,0,1,0,4.31,-888.88,,
10-12-17 06:45:00 PM,992.4,22.23,90.2,20.57,358,0,1,0,4.311,-888.88,,
10-12-17 06:50:00 PM,992.5,22.2,90.3,20.56,358,0,0.5,0,4.311,-888.88,,
10-12-17 06:55:00 PM,992.6,22.2,90.4,20.58,358,0,0.5,0,4.311,-888.88,,
10-12-17 07:00:00 PM,992.6,22.15,90.6,20.57,358,0,1,0,4.31,-888.88,,
10-12-17 07:05:00 PM,992.6,22.11,90.7,20.54,358,0,0.5,0,4.31,-888.88,,
10-12-17 07:10:00 PM,992.6,21.99,90.9,20.46,358,0,1,0,4.31,-888.88,,
10-12-17 07:15:00 PM,992.8,21.91,91.2,20.44,357,0,1.5,0,4.308,-888.88,,
10-12-17 07:20:00 PM,992.8,21.84,91.4,20.41,6,0,1.5,0,4.308,-888.88,,
10-12-17 07:25:00 PM,992.8,21.75,91.6,20.35,4,0,1.5,0,4.308,-888.88,,
10-12-17 07:30:00 PM,992.8,21.65,92,20.32,0,0.5,1.5,0,4.308,-888.88,,
10-12-17 07:35:00 PM,992.8,21.6,92.3,20.33,357,0,1,0,4.307,-888.88,,
10-12-17 07:40:00 PM,992.8,21.56,92.5,20.32,355,0.5,1.5,0,4.307,-888.88,,
10-12-17 07:45:00 PM,992.8,21.58,92.7,20.37,352,0,1.5,0,4.305,-888.88,,
10-12-17 07:50:00 PM,992.8,21.51,92.8,20.32,354,0.5,2,0,4.305,-888.88,,
10-12-17 07:55:00 PM,992.9,21.46,93,20.31,355,0.5,2,0,4.305,-888.88,,
10-12-17 08:00:00 PM,992.9,21.44,93.1,20.3,358,0.5,2,0,4.304,-888.88,,
10-12-17 08:05:00 PM,993,21.39,93.3,20.29,352,1,3,0,4.304,-888.88,,
10-12-17 08:10:00 PM,993,21.39,93.5,20.32,357,0.5,2,0,4.302,-888.88,,
10-12-17 08:15:00 PM,993.1,21.32,93.6,20.27,348,0.5,2,0,4.295,-888.88,,
10-12-17 08:20:00 PM,993.2,21.32,93.8,20.31,348,0.5,2,0,4.281,-888.88,,
10-12-17 08:25:00 PM,993.1,21.27,93.9,20.27,348,1,3,0,4.269,-888.88,,
10-12-17 08:30:00 PM,993.2,21.25,94.1,20.29,352,1,2,0,4.277,-888.88,,
10-12-17 08:35:00 PM,993.3,21.25,94.1,20.29,0,0.5,2,0,4.281,-888.88,,
10-12-17 08:40:00 PM,993.3,21.25,94.2,20.3,350,0,2,0,4.283,-888.88,,
10-12-17 08:45:00 PM,993.3,21.25,94.2,20.3,348,0,1,0,4.284,-888.88,,
10-12-17 08:50:00 PM,993.4,21.25,94.3,20.32,348,0,1.5,0,4.286,-888.88,,
10-12-17 08:55:00 PM,993.4,21.25,94.3,20.32,350,0,1.5,0,4.287,-888.88,,
10-12-17 09:00:00 PM,993.4,21.25,94.4,20.34,354,0.5,2,0,4.287,-888.88,,
10-12-17 09:05:00 PM,993.4,21.27,94.5,20.38,354,0.5,2,0,4.289,-888.88,,
10-12-17 09:10:00 PM,993.4,21.25,94.4,20.34,354,0.5,2.5,0,4.289,-888.88,,
10-12-17 09:15:00 PM,993.5,21.22,94.5,20.33,354,0.5,2.5,0,4.29,-888.88,,
10-12-17 09:20:00 PM,993.7,21.2,94.5,20.31,347,0.5,1.5,0,4.29,-888.88,,
10-12-17 09:25:00 PM,993.7,21.2,94.6,20.32,354,0.5,2.5,0,4.29,-888.88,,
10-12-17 09:30:00 PM,993.6,21.2,94.7,20.34,347,1,2,0,4.29,-888.88,,
10-12-17 09:35:00 PM,993.7,21.17,94.7,20.32,352,1,2,0,4.29,-888.88,,
10-12-17 09:40:00 PM,993.6,21.15,94.8,20.31,357,1,3,0,4.29,-888.88,,
10-12-17 09:45:00 PM,993.5,21.13,94.9,20.3,355,1,2.5,0,4.29,-888.88,,
10-12-17 09:50:00 PM,993.5,21.15,94.9,20.33,347,1,2.5,0,4.29,-888.88,,
10-12-17 09:55:00 PM,993.4,21.13,95,20.32,350,1,2.5,0,4.29,-888.88,,
10-12-17 10:00:00 PM,993.4,21.08,95.2,20.31,354,1,2,0,4.289,-888.88,,
10-12-17 10:05:00 PM,993.5,21.06,95.2,20.28,354,0.5,1.5,0,4.29,-888.88,,
10-12-17 10:10:00 PM,993.4,21.03,95.3,20.28,358,0,1.5,0,4.289,-888.88,,
10-12-17 10:15:00 PM,993.4,21.01,95.4,20.27,357,0,1.5,0,4.281,-888.88,,
10-12-17 10:20:00 PM,993.3,21.01,95.4,20.27,357,0,1.5,0,4.262,-888.88,,
10-12-17 10:25:00 PM,993.4,20.98,95.5,20.26,350,0.5,2.5,0,4.247,-888.88,,
10-12-17 10:30:00 PM,993.4,20.98,95.6,20.28,350,0.5,2,0,4.256,-888.88,,
10-12-17 10:35:00 PM,993.3,21.01,95.6,20.3,352,0.5,2,0,4.263,-888.88,,
10-12-17 10:40:00 PM,993.4,21.01,95.7,20.32,348,0,1.5,0,4.266,-888.88,,
10-12-17 10:45:00 PM,993.4,21.03,95.7,20.35,350,0,1.5,0,4.271,-888.88,,
10-12-17 10:50:00 PM,993.4,21.06,95.7,20.37,345,0.5,1.5,0,4.272,-888.88,,
10-12-17 10:55:00 PM,993.5,21.08,95.7,20.39,351,0.5,2,0,4.274,-888.88,,
10-12-17 11:00:00 PM,993.5,21.13,95.7,20.44,354,1,2.5,0,4.275,-888.88,,
10-12-17 11:05:00 PM,993.5,21.13,95.7,20.44,355,0.5,1.5,0,4.277,-888.88,,
10-12-17 11:10:00 PM,993.4,21.15,95.7,20.46,354,0.5,2,0,4.277,-888.88,,
10-12-17 11:15:00 PM,993.5,21.15,95.6,20.45,355,0.5,1.5,0,4.278,-888.88,,
10-12-17 11:20:00 PM,993.4,21.15,95.6,20.45,345,0.5,2.5,0,4.278,-888.88,,
10-12-17 11:25:00 PM,993.4,21.15,95.4,20.41,348,1,2.5,0,4.278,-888.88,,
10-12-17 11:30:00 PM,993.3,21.13,95.4,20.39,350,1.5,3,0,4.278,-888.88,,
10-12-17 11:35:00 PM,993.3,21.15,95.4,20.41,343,1,2.5,0,4.28,-888.88,,
10-12-17 11:40:00 PM,993.3,21.13,95.4,20.39,354,1,2.5,0,4.28,-888.88,,
10-12-17 11:45:00 PM,993.2,21.15,95.4,20.41,341,0.5,2,0,4.28,-888.88,,
10-12-17 11:50:00 PM,993.3,21.15,95.4,20.41,343,0.5,1.5,0,4.28,-888.88,,
10-12-17 11:55:00 PM,993.3,21.13,95.4,20.39,352,0.5,2,0,4.28,-888.88,,
11-12-17 12:00:00 AM,993.2,21.15,95.4,20.41,1,1,2,0,4.28,-888.88,,
11-12-17 12:05:00 AM,993.2,21.15,95.4,20.41,350,1,2,0,4.28,-888.88,,
11-12-17 12:10:00 AM,993.2,21.15,95.3,20.4,348,1,3,0,4.28,-888.88,,
11-12-17 12:15:00 AM,993.3,21.13,95.2,20.36,352,1,2.5,0,4.274,-888.88,,
11-12-17 12:20:00 AM,993.2,21.1,95.2,20.33,348,1,3,0,4.26,-888.88,,
11-12-17 12:25:00 AM,993.1,21.03,95.2,20.26,348,2,4,0,4.247,-888.88,,
11-12-17 12:30:00 AM,993.1,21.03,95.2,20.26,352,2,3.5,0,4.254,-888.88,,
11-12-17 12:35:00 AM,993.1,21.03,95.2,20.26,347,1,2.5,0,4.259,-888.88,,
11-12-17 12:40:00 AM,993.2,21.06,95.2,20.28,344,1,3,0,4.262,-888.88,,
11-12-17 12:45:00 AM,993.2,21.06,95.2,20.28,350,1.5,4,0,4.263,-888.88,,
11-12-17 12:50:00 AM,993.1,21.01,95.2,20.24,350,1.5,3.5,0,4.266,-888.88,,
11-12-17 12:55:00 AM,993.1,20.96,95.4,20.22,351,1.5,3,0,4.268,-888.88,,
11-12-17 01:00:00 AM,993,20.98,95.5,20.26,347,1,3.5,0,4.268,-888.88,,
11-12-17 01:05:00 AM,993,20.98,95.6,20.28,350,1,2.5,0,4.269,-888.88,,
11-12-17 01:10:00 AM,992.9,20.98,95.6,20.28,351,1,2.5,0,4.269,-888.88,,
11-12-17 01:15:00 AM,992.9,20.98,95.7,20.3,357,1,3,0,4.269,-888.88,,
11-12-17 01:20:00 AM,992.8,20.96,95.7,20.27,347,1,2.5,0,4.271,-888.88,,
11-12-17 01:25:00 AM,992.8,20.91,95.9,20.26,350,1.5,3.5,0,4.271,-888.88,,
11-12-17 01:30:00 AM,992.8,20.86,96.1,20.25,347,1.5,3,0,4.271,-888.88,,
11-12-17 01:35:00 AM,992.7,20.84,96.2,20.24,357,1,2.5,0,4.271,-888.88,,
11-12-17 01:40:00 AM,992.6,20.89,96.3,20.3,345,1,2.5,0,4.271,-888.88,,
11-12-17 01:45:00 AM,992.5,20.86,96.3,20.28,350,1,2.5,0,4.272,-888.88,,
11-12-17 01:50:00 AM,992.5,20.94,96.4,20.37,344,0,1.5,0,4.272,-888.88,,
11-12-17 01:55:00 AM,992.4,20.94,96.3,20.35,351,0.5,1.5,0,4.272,-888.88,,
11-12-17 02:00:00 AM,992.4,20.96,96.2,20.36,351,0,1.5,0,4.272,-888.88,,
11-12-17 02:05:00 AM,992.3,20.98,96.2,20.38,348,0.5,1.5,0,4.271,-888.88,,
11-12-17 02:10:00 AM,992.2,20.98,96.1,20.37,348,1,3,0,4.272,-888.88,,
11-12-17 02:15:00 AM,992,20.96,96,20.33,345,1,3,0,4.266,-888.88,,
11-12-17 02:20:00 AM,992.1,20.96,95.9,20.31,352,0,1.5,0,4.251,-888.88,,
11-12-17 02:25:00 AM,992.1,20.91,95.9,20.26,352,0,1.5,0,4.239,-888.88,,
11-12-17 02:30:00 AM,992.1,20.91,95.9,20.26,352,0,1,0,4.245,-888.88,,
11-12-17 02:35:00 AM,992,20.89,95.9,20.24,352,0,1.5,0,4.251,-888.88,,
11-12-17 02:40:00 AM,991.9,20.89,96,20.25,352,0,1,0,4.254,-888.88,,
11-12-17 02:45:00 AM,991.9,20.91,96,20.28,352,0,1,0,4.256,-888.88,,
11-12-17 02:50:00 AM,991.9,20.91,96,20.28,354,0,1.5,0,4.259,-888.88,,
11-12-17 02:55:00 AM,991.9,20.89,96,20.25,354,0,0.5,0,4.26,-888.88,,
11-12-17 03:00:00 AM,991.9,20.86,96,20.23,354,0,0.5,0,4.26,-888.88,,
11-12-17 03:05:00 AM,991.8,20.86,96,20.23,354,0,0.5,0,4.262,-888.88,,
11-12-17 03:10:00 AM,991.7,20.84,96.1,20.22,354,0,0.5,0,4.262,-888.88,,
11-12-17 03:15:00 AM,991.6,20.84,96.1,20.22,354,0,0.5,0,4.262,-888.88,,
11-12-17 03:20:00 AM,991.6,20.82,96.1,20.2,354,0,0.5,0,4.262,-888.88,,
11-12-17 03:25:00 AM,991.6,20.84,96.1,20.22,354,0,0.5,0,4.262,-888.88,,
11-12-17 03:30:00 AM,991.5,20.89,96.2,20.29,354,0,0.5,0,4.262,-888.88,,
11-12-17 03:35:00 AM,991.5,20.86,96.2,20.26,354,0,0,0,4.263,-888.88,,
11-12-17 03:40:00 AM,991.3,20.89,96.1,20.27,354,0,0,0,4.263,-888.88,,
11-12-17 03:45:00 AM,991.3,20.86,96.2,20.26,354,0,0,0,4.263,-888.88,,
11-12-17 03:50:00 AM,991.3,20.84,96.1,20.22,354,0,0.5,0,4.263,-888.88,,
11-12-17 03:55:00 AM,991.3,20.82,96.1,20.2,354,0,0,0,4.263,-888.88,,
11-12-17 04:00:00 AM,991.3,20.79,96.1,20.18,354,0,0,0,4.263,-888.88,,
11-12-17 04:05:00 AM,991.3,20.72,96.1,20.1,354,0,0,0,4.263,-888.88,,
11-12-17 04:10:00 AM,991.4,20.7,96.2,20.1,354,0,1,0,4.263,-888.88,,
11-12-17 04:15:00 AM,991.4,20.67,96.3,20.09,352,0.5,1.5,0,4.259,-888.88,,
11-12-17 04:20:00 AM,991.4,20.63,96.4,20.06,350,0,1,0,4.245,-888.88,,
11-12-17 04:25:00 AM,991.5,20.58,96.4,20.01,350,0,0,0,4.233,-888.88,,
11-12-17 04:30:00 AM,991.6,20.51,96.3,19.92,350,0,0,0,4.242,-888.88,,
11-12-17 04:35:00 AM,991.6,20.51,96.5,19.96,350,0,0.5,0,4.245,-888.88,,
11-12-17 04:40:00 AM,991.5,20.51,96.5,19.96,350,0,0,0,4.248,-888.88,,
11-12-17 04:45:00 AM,991.5,20.48,96.5,19.93,350,0,0,0,4.251,-888.88,,
11-12-17 04:50:00 AM,991.6,20.48,96.6,19.95,350,0,1,0,4.253,-888.88,,
11-12-17 04:55:00 AM,991.6,20.51,96.8,20.01,350,0,1,0,4.254,-888.88,,
11-12-17 05:00:00 AM,991.5,20.53,96.8,20.03,350,0,1,0,4.256,-888.88,,
11-12-17 05:05:00 AM,991.5,20.56,96.8,20.06,350,0,1,0,4.256,-888.88,,
11-12-17 05:10:00 AM,991.6,20.58,96.9,20.1,350,0,1,0,4.257,-888.88,,
11-12-17 05:15:00 AM,991.6,20.58,96.9,20.1,350,0,0.5,0,4.257,-888.88,,
11-12-17 05:20:00 AM,991.6,20.6,97,20.14,350,0,0.5,0,4.259,-888.88,,
11-12-17 05:25:00 AM,991.7,20.63,97.1,20.18,350,0,1.5,0,4.259,-888.88,,
11-12-17 05:30:00 AM,991.7,20.63,97.1,20.18,350,0,0.5,0,4.259,-888.88,,
11-12-17 05:35:00 AM,991.9,20.6,97.1,20.15,350,0,1,0,4.259,-888.88,,
11-12-17 05:40:00 AM,991.9,20.58,97.1,20.13,350,0,1,0,4.26,-888.88,,
11-12-17 05:45:00 AM,991.9,20.63,97.2,20.19,348,0.5,1.5,0,4.26,-888.88,,
11-12-17 05:50:00 AM,991.9,20.65,97.2,20.22,348,0,1,0,4.26,-888.88,,
11-12-17 05:55:00 AM,991.9,20.7,97.3,20.28,347,0,1.5,0,4.26,-888.88,,
11-12-17 06:00:00 AM,992,20.72,97.3,20.31,347,0,1,0,4.26,-888.88,,
11-12-17 06:05:00 AM,991.9,20.75,97.3,20.33,347,0,0.5,0,4.26,-888.88,,
11-12-17 06:10:00 AM,992,20.75,97.4,20.35,347,0,1,0,4.26,-888.88,,
11-12-17 06:15:00 AM,992,20.77,97.4,20.37,347,0,1,0,4.254,-888.88,,
11-12-17 06:20:00 AM,992.1,20.77,97.4,20.37,347,0,0.5,0,4.238,-888.88,,
11-12-17 06:25:00 AM,992.2,20.79,97.4,20.39,345,0,1.5,0,4.229,-888.88,,
11-12-17 06:30:00 AM,992.3,20.82,97.4,20.42,345,0,1,0,4.238,-888.88,,
11-12-17 06:35:00 AM,992.4,20.86,97.4,20.46,348,0.5,2,0,4.242,-888.88,,
11-12-17 06:40:00 AM,992.4,20.89,97.4,20.49,351,0.5,2,0,4.245,-888.88,,
11-12-17 06:45:00 AM,992.4,20.91,97.3,20.5,345,0,1,0,4.248,-888.88,,
11-12-17 06:50:00 AM,992.6,20.94,97.3,20.52,347,0,1,0,4.253,-888.88,,
11-12-17 06:55:00 AM,992.7,20.94,97.3,20.52,347,0,0.5,0,4.257,-888.88,,
11-12-17 07:00:00 AM,992.7,20.98,97.2,20.55,347,0,0,0,4.263,-888.88,,
11-12-17 07:05:00 AM,992.6,21.03,97.2,20.6,347,0,0.5,0,4.269,-888.88,,
11-12-17 07:10:00 AM,992.7,21.1,97.3,20.69,347,0,0,0,4.283,-888.88,,
11-12-17 07:15:00 AM,992.8,21.2,97.3,20.78,347,0,0,0,4.299,-888.88,,
11-12-17 07:20:00 AM,992.8,21.27,97.2,20.84,347,0,0,0,4.328,-888.88,,
11-12-17 07:25:00 AM,992.9,21.29,97.2,20.86,345,0,0.5,0,4.361,-888.88,,
11-12-17 07:30:00 AM,993,21.46,97.2,21.03,345,0,0,0,4.397,-888.88,,
11-12-17 07:35:00 AM,993.1,21.49,97.1,21.03,345,0,0,0,4.447,-888.88,,
11-12-17 07:40:00 AM,993.1,21.63,97,21.16,345,0,0,0,4.463,-888.88,,
11-12-17 07:45:00 AM,993.1,21.82,97,21.35,345,0,0,0,4.451,-888.88,,
11-12-17 07:50:00 AM,993.2,21.89,96.8,21.39,345,0,0,0,4.436,-888.88,,
11-12-17 07:55:00 AM,993.3,21.94,96.7,21.42,345,0,0,0,4.421,-888.88,,
11-12-17 08:00:00 AM,993.3,21.68,96.4,21.11,316,0,0.5,0,4.412,-888.88,,
11-12-17 08:05:00 AM,993.4,21.75,96.3,21.16,306,0,0,0,4.402,-888.88,,
11-12-17 08:10:00 AM,993.5,22.18,96.1,21.56,306,0,0,0,4.406,-888.88,,
11-12-17 08:15:00 AM,993.5,22.3,95.7,21.61,306,0,0,0,4.439,-888.88,,
11-12-17 08:20:00 AM,993.6,22.32,95.3,21.56,306,0,0,0,4.46,-888.88,,
11-12-17 08:25:00 AM,993.7,22.3,94.8,21.45,306,0,0,0,4.447,-888.88,,
11-12-17 08:30:00 AM,993.7,22.42,94.3,21.48,306,0,0,0,4.433,-888.88,,
11-12-17 08:35:00 AM,993.8,22.78,93.8,21.75,306,0,0,0,4.423,-888.88,,
11-12-17 08:40:00 AM,993.9,22.8,93.3,21.69,306,0,0.5,0,4.412,-888.88,,
11-12-17 08:45:00 AM,993.9,22.9,92.5,21.64,306,0,0.5,0,4.405,-888.88,,
11-12-17 08:50:00 AM,994,23.64,91.6,22.22,306,0,1,0,4.402,-888.88,,
11-12-17 08:55:00 AM,994,23.16,90.8,21.6,306,0,0,0,4.429,-888.88,,
11-12-17 09:00:00 AM,994.1,23.62,90.5,22,306,0,0,0,4.469,-888.88,,
11-12-17 09:05:00 AM,994.1,23.42,89.7,21.66,306,0,0.5,0,4.463,-888.88,,
11-12-17 09:10:00 AM,994.2,23.5,89.2,21.64,306,0,0.5,0,4.447,-888.88,,
11-12-17 09:15:00 AM,994.1,23.66,89.1,21.79,310,0,0.5,0,4.432,-888.88,,
11-12-17 09:20:00 AM,994,23.5,88.9,21.59,312,0,1,0,4.421,-888.88,,
11-12-17 09:25:00 AM,994,23.47,88.7,21.53,341,0,0.5,0,4.411,-888.88,,
11-12-17 09:30:00 AM,994,23.52,88.8,21.59,310,0,0,0,4.403,-888.88,,
11-12-17 09:35:00 AM,994,23.59,88.4,21.59,310,0,0,0,4.409,-888.88,,
11-12-17 09:40:00 AM,994.1,23.83,88,21.75,310,0,0,0,4.438,-888.88,,
11-12-17 09:45:00 AM,994.1,23.5,87.6,21.35,310,0,0.5,0,4.469,-888.88,,
11-12-17 09:50:00 AM,994.1,23.42,87.6,21.28,310,0,0.5,0,4.46,-888.88,,
11-12-17 09:55:00 AM,994,23.47,87.7,21.34,310,0,0,0,4.439,-888.88,,
11-12-17 10:00:00 AM,994.1,23.69,87.8,21.57,310,0,0,0,4.426,-888.88,,
11-12-17 10:05:00 AM,994.1,23.54,87.8,21.43,324,0,1,0,4.417,-888.88,,
11-12-17 10:10:00 AM,994,23.69,87.9,21.59,334,0,1,0,4.408,-888.88,,
11-12-17 10:15:00 AM,994,23.71,87.5,21.54,340,0.5,1.5,0,4.397,-888.88,,
11-12-17 10:20:00 AM,993.9,23.98,87,21.71,345,0,1.5,0,4.418,-888.88,,
11-12-17 10:25:00 AM,993.9,24.1,86.5,21.73,344,0.5,1.5,0,4.451,-888.88,,
11-12-17 10:30:00 AM,993.8,24.46,86.3,22.05,358,0.5,2,0,4.462,-888.88,,
11-12-17 10:35:00 AM,993.7,25.09,85.2,22.46,355,0,1.5,0,4.444,-888.88,,
11-12-17 10:40:00 AM,993.6,24.8,83.7,21.88,0,0.5,1.5,0,4.427,-888.88,,
11-12-17 10:45:00 AM,993.6,24.94,83.9,22.06,348,0,1.5,0,4.418,-888.88,,
11-12-17 10:50:00 AM,993.5,25.57,83.8,22.66,347,0.5,2,0,4.408,-888.88,,
11-12-17 10:55:00 AM,993.5,25.89,82.2,22.65,345,0,1,0,4.398,-888.88,,
11-12-17 11:00:00 AM,993.4,25.67,81.6,22.31,344,0,2,0,4.43,-888.88,,
11-12-17 11:05:00 AM,993.3,25.02,81.6,21.68,11,0,1.5,0,4.457,-888.88,,
11-12-17 11:10:00 AM,993.3,24.39,82.6,21.26,348,0.5,1.5,0,4.442,-888.88,,
11-12-17 11:15:00 AM,993.2,24.36,83.8,21.47,0,0,1.5,0,4.418,-888.88,,
11-12-17 11:20:00 AM,993,24.44,84.2,21.62,17,0,1.5,0,4.408,-888.88,,
11-12-17 11:25:00 AM,992.9,24.27,84.3,21.48,352,0.5,2.5,0,4.398,-888.88,,
11-12-17 11:30:00 AM,992.8,24.32,84.6,21.58,350,0.5,2,0,4.436,-888.88,,
11-12-17 11:35:00 AM,992.7,24.32,84.7,21.6,334,0.5,2,0,4.46,-888.88,,
11-12-17 11:40:00 AM,992.6,24.34,84.6,21.6,348,0.5,2,0,4.438,-888.88,,
11-12-17 11:45:00 AM,992.4,24.63,84.6,21.89,329,0,1.5,0,4.408,-888.88,,
11-12-17 11:50:00 AM,992.4,24.8,84.1,21.96,323,0,1,0,4.397,-888.88,,
11-12-17 11:55:00 AM,992.2,24.8,83.6,21.86,329,0,1,0,4.442,-888.88,,
11-12-17 12:00:00 PM,992.1,24.82,83.5,21.86,347,0,1.5,0,4.456,-888.88,,
11-12-17 12:05:00 PM,992,24.58,83.4,21.61,337,0.5,1.5,0,4.423,-888.88,,
11-12-17 12:10:00 PM,991.9,24.97,83.8,22.06,8,0,1,0,4.398,-888.88,,
11-12-17 12:15:00 PM,991.8,25.04,83,21.98,347,0,1.5,0,4.436,-888.88,,
11-12-17 12:20:00 PM,991.7,25.48,82.7,22.35,340,0,1.5,0,4.462,-888.88,,
11-12-17 12:25:00 PM,991.6,26.52,81.4,23.11,338,0,1,0,4.426,-888.88,,
11-12-17 12:30:00 PM,991.4,26.33,79.1,22.44,10,0,2,0,4.398,-888.88,,
11-12-17 12:35:00 PM,991.3,26.28,79.4,22.46,6,0,2,0,4.45,-888.88,,
11-12-17 12:40:00 PM,991.2,25.62,79.5,21.84,18,0.5,2.5,0,4.468,-888.88,,
11-12-17 12:45:00 PM,991.1,25.67,80.2,22.03,6,0,1,0,4.412,-888.88,,
11-12-17 12:50:00 PM,991,25.38,80.5,21.81,4,0,1.5,0,4.408,-888.88,,
11-12-17 12:55:00 PM,991,25.33,81.2,21.9,358,0,2.5,0,4.462,-888.88,,
11-12-17 01:00:00 PM,990.9,25.02,81.8,21.72,352,1.5,3,0,4.472,-888.88,,
11-12-17 01:05:00 PM,990.8,25.02,82.1,21.78,345,1.5,3,0,4.405,-888.88,,
11-12-17 01:10:00 PM,990.7,25.77,81.8,22.45,347,1,3,0,4.436,-888.88,,
11-12-17 01:15:00 PM,990.5,25.91,80.7,22.37,351,1.5,3,0,4.469,-888.88,,
11-12-17 01:20:00 PM,990.3,26.11,79.8,22.37,351,1,2.5,0,4.444,-888.88,,
11-12-17 01:25:00 PM,990.2,27.23,79,23.3,352,0,1.5,0,4.409,-888.88,,
11-12-17 01:30:00 PM,990.1,27.9,76.7,23.46,340,0,0.5,0,4.457,-888.88,,
11-12-17 01:35:00 PM,990,28.37,74.8,23.49,340,0,0.5,0,4.472,-888.88,,
11-12-17 01:40:00 PM,989.9,28.52,73.5,23.35,340,0,1.5,0,4.403,-888.88,,
11-12-17 01:45:00 PM,989.8,29.34,73.3,24.09,321,0,1,0,4.433,-888.88,,
11-12-17 01:50:00 PM,989.7,28.84,71.7,23.24,211,0,1.5,0,4.468,-888.88,,
11-12-17 01:55:00 PM,989.6,27.97,71.7,22.41,173,0,1.5,0,4.442,-888.88,,
11-12-17 02:00:00 PM,989.5,28.32,72.7,22.97,111,0,2,0,4.406,-888.88,,
11-12-17 02:05:00 PM,989.5,28.34,72,22.84,8,0,1,0,4.454,-888.88,,
11-12-17 02:10:00 PM,989.4,28.15,71.2,22.46,341,0.5,2,0,4.471,-888.88,,
11-12-17 02:15:00 PM,989.5,27.55,71.5,21.96,39,0,2,0,4.405,-888.88,,
11-12-17 02:20:00 PM,989.4,27.53,72.4,22.15,4,0.5,2,0,4.438,-888.88,,
11-12-17 02:25:00 PM,989.4,28.05,72.9,22.76,324,0.5,1.5,0,4.469,-888.88,,
11-12-17 02:30:00 PM,989.3,28.74,71.2,23.03,321,0,2,0,4.439,-888.88,,
11-12-17 02:35:00 PM,989.3,28.34,70.1,22.4,327,0.5,2.5,0,4.408,-888.88,,
11-12-17 02:40:00 PM,989.2,28.42,70.6,22.58,305,0,2,0,4.457,-888.88,,
11-12-17 02:45:00 PM,989.2,28.57,70.7,22.75,305,0.5,2,0,4.451,-888.88,,
11-12-17 02:50:00 PM,989.2,29.21,70.2,23.25,338,0,1.5,0,4.394,-888.88,,
11-12-17 02:55:00 PM,989.2,29.11,69.4,22.97,219,0,1.5,0,4.451,-888.88,,
11-12-17 03:00:00 PM,989.1,29.14,69.9,23.11,190,0,1.5,0,4.463,-888.88,,
11-12-17 03:05:00 PM,989,29.34,68.8,23.04,145,0,2,0,4.403,-888.88,,
11-12-17 03:10:00 PM,989,29.11,68.9,22.85,35,0,1,0,4.429,-888.88,,
11-12-17 03:15:00 PM,989,29.11,68.9,22.85,51,0,1.5,0,4.46,-888.88,,
11-12-17 03:20:00 PM,988.9,28.84,69.3,22.68,94,0,1.5,0,4.433,-888.88,,
11-12-17 03:25:00 PM,988.9,28.92,70,22.92,117,0,1.5,0,4.414,-888.88,,
11-12-17 03:30:00 PM,988.9,28.22,69.5,22.14,1,0.5,2,0,4.456,-888.88,,
11-12-17 03:35:00 PM,988.9,28.15,70,22.18,3,0,1.5,0,4.448,-888.88,,
11-12-17 03:40:00 PM,989,28.47,70.4,22.58,358,0,1,0,4.4,-888.88,,
11-12-17 03:45:00 PM,989,27.7,70.3,21.83,0,0,1.5,0,4.447,-888.88,,
11-12-17 03:50:00 PM,989,27.97,70.8,22.2,350,0.5,2.5,0,4.46,-888.88,,
11-12-17 03:55:00 PM,989,28.27,70.4,22.39,344,0.5,2,0,4.397,-888.88,,
11-12-17 04:00:00 PM,989.1,27.8,70,21.85,343,1,2,0,4.447,-888.88,,
11-12-17 04:05:00 PM,989.1,27.9,70.3,22.02,351,0.5,2.5,0,4.459,-888.88,,
11-12-17 04:10:00 PM,989,28.05,70.4,22.18,347,0.5,2,0,4.397,-888.88,,
11-12-17 04:15:00 PM,989.2,27.8,70.5,21.97,345,0,2,0,4.424,-888.88,,
11-12-17 04:20:00 PM,989.1,27.87,71.1,22.18,337,0.5,1.5,0,4.466,-888.88,,
11-12-17 04:25:00 PM,989.1,27.87,71.3,22.23,337,0.5,2,0,4.432,-888.88,,
11-12-17 04:30:00 PM,989.2,27.73,71.4,22.11,345,0.5,2,0,4.405,-888.88,,
